Name,Platform,Year_of_Release,Genre,NA_Sales,Global_Sales,Critic_Score,User_Score,Rating
Retro Atari Classics,DS,2005.0,Misc,0.12,0.13,51.0,3.7,E
MLB 2005,PS2,2004.0,Sports,0.44,0.9,78.0,7.6,E
Skylanders SWAP Force,PS4,2013.0,Platform,0.2,0.39,79.0,5.2,E10+
Mario Sports Mix,Wii,2010.0,Sports,0.88,2.08,64.0,7.1,E
Fullmetal Alchemist: Trading Card Game,DS,2007.0,Misc,0.01,0.01,61.0,7.5,T
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,0.02,0.03,44.0,8.6,T
MotoGP 07,PS2,2007.0,Racing,0.05,0.1,62.0,9.1,E
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,1.56,3.54,78.0,7.8,M
Rock Revolution,X360,2008.0,Misc,0.25,0.27,38.0,5.1,T
BioShock Infinite,PS3,2013.0,Shooter,0.72,1.69,94.0,8.5,M
Bulletstorm,PC,2011.0,Shooter,0.07,0.16,82.0,7.7,M
Tom Clancy's EndWar,PSP,2008.0,Strategy,0.1,0.11,68.0,5.9,T
Star Wars: Empire at War - Forces of Corruption,PC,2006.0,Strategy,0.0,0.02,75.0,8.6,T
Dungeons,PC,2011.0,Strategy,0.07,0.09,65.0,4.6,M
My Street,PS2,2003.0,Misc,0.12,0.24,46.0,3.9,E
Freekstyle,PS2,2002.0,Racing,0.52,1.06,81.0,7.3,E
NHL 14,PS3,2013.0,Sports,0.28,0.54,80.0,6.0,E10+
Vampire Rain,X360,2007.0,Action,0.18,0.21,38.0,2.9,M
Disney's Tarzan Untamed,PS2,2001.0,Platform,0.2,0.41,59.0,7.1,E
Sonic Generations,X360,2011.0,Platform,0.71,1.38,77.0,8.3,E
Smash Cars,PS2,2003.0,Racing,0.06,0.11,67.0,9.0,E
Guitar Hero: Smash Hits,PS3,2009.0,Misc,0.2,0.35,73.0,7.2,T
Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,0.13,0.27,61.0,8.0,E10+
Super Mario Galaxy,Wii,2007.0,Platform,6.06,11.35,97.0,8.9,E
Toy Soldiers: War Chest,PS4,2015.0,Action,0.06,0.07,62.0,7.7,
Power Rangers: Wild Force,GBA,2002.0,Action,0.15,0.21,55.0,6.9,E
Star Wars: The Force Unleashed II,Wii,2010.0,Action,0.52,0.76,71.0,7.8,T
Metal Gear Solid 2: Substance,PS2,2002.0,Action,0.18,0.52,87.0,9.0,M
Full Spectrum Warrior,PS2,2005.0,Strategy,0.15,0.3,74.0,8.0,M
Dynasty Warriors 7,PS3,2011.0,Action,0.25,0.91,57.0,7.4,T
NightCaster II: Equinox,XB,2002.0,Action,0.03,0.05,46.0,7.0,T
Flipnic: Ultimate Pinball,PS2,2003.0,Misc,0.03,0.06,64.0,8.1,E
MLB Power Pros,Wii,2007.0,Sports,0.23,0.29,83.0,8.4,E
Football Manager 2014,PC,2013.0,Sports,0.0,0.64,85.0,5.5,E
Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,0.08,0.12,70.0,6.7,E10+
EA Sports UFC 2,XOne,2016.0,Sports,0.24,0.41,76.0,6.0,T
Mirror's Edge Catalyst,PC,2016.0,Platform,0.01,0.06,74.0,4.4,T
Call of Duty: Ghosts,X360,2013.0,Shooter,6.73,10.25,73.0,2.6,M
Mario Kart: Super Circuit,GBA,2001.0,Racing,2.62,5.47,93.0,8.3,E
Assassin's Creed: Bloodlines,PSP,2009.0,Action,0.43,1.23,63.0,7.2,M
Lost Planet 3,X360,2013.0,Shooter,0.07,0.12,58.0,5.8,T
Gladius,PS2,2003.0,Strategy,0.1,0.2,78.0,8.0,T
Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,0.12,0.15,64.0,8.6,T
Pump It Up: Exceed,PS2,2005.0,Misc,0.03,0.06,73.0,8.4,T
ATV Offroad Fury: Blazin' Trails,PSP,2005.0,Racing,0.53,0.57,63.0,7.8,E
Age of Empires: Mythologies,DS,2008.0,Strategy,0.16,0.21,78.0,6.9,E10+
G.I. Joe: The Rise of Cobra,DS,2009.0,Action,0.11,0.14,47.0,7.5,E10+
Worms 4: Mayhem,XB,2005.0,Strategy,0.03,0.04,69.0,9.2,T
Ninja Gaiden 3,PS3,2012.0,Action,0.19,0.43,58.0,5.0,M
The Club,X360,2008.0,Shooter,0.15,0.27,76.0,6.8,M
Twisted Metal: Black,PS2,2001.0,Racing,1.19,1.41,91.0,8.4,M
Endgame,PS2,2002.0,Shooter,0.04,0.08,57.0,6.8,T
Disney Sing It,X360,2008.0,Misc,0.39,0.43,53.0,5.2,E
Petz Dogz 2,PS2,2007.0,Simulation,0.28,0.56,,,E
Top Gun,PS3,2011.0,Simulation,0.06,0.07,49.0,4.4,T
Assassin's Creed II: Discovery,DS,2009.0,Action,0.15,0.28,69.0,7.3,T
Duke Nukem Forever,PS3,2011.0,Shooter,0.33,0.76,51.0,4.9,M
Eagle Flight,PS4,2016.0,Adventure,0.01,0.07,72.0,7.8,E10+
3D Dot Game Heroes,PS3,2009.0,Role-Playing,0.36,0.57,77.0,8.0,E10+
McFarlane's Evil Prophecy,PS2,,Action,0.03,0.07,34.0,3.2,M
NASCAR Kart Racing,Wii,2009.0,Racing,0.39,0.42,70.0,8.1,E
Fuzion Frenzy,XB,2001.0,Misc,0.93,1.21,70.0,6.9,E
Lego Star Wars: The Force Awakens,PS4,2016.0,Action,0.16,0.7,78.0,7.5,E10+
Sonic Unleashed,Wii,2008.0,Platform,1.26,2.16,66.0,7.3,E10+
The Chronicles of Narnia: Prince Caspian,PS3,2008.0,Action,0.14,0.17,56.0,5.6,T
Tony Hawk's Pro Skater 3,PS,2001.0,Sports,1.09,1.67,87.0,8.3,E
NHL 2K10,Wii,2009.0,Sports,0.32,0.35,79.0,6.8,E10+
"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,0.08,0.15,64.0,8.3,M
Test Drive,XB,2002.0,Racing,0.35,0.42,71.0,8.7,T
Dino Crisis 2,PS,2000.0,Action,0.34,1.21,86.0,9.0,M
Halo Wars,X360,2009.0,Strategy,1.54,2.62,82.0,7.2,T
Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,0.64,1.08,58.0,6.0,T
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,0.04,0.11,48.0,7.5,T
Herbie: Fully Loaded,GBA,2005.0,Racing,0.24,0.34,47.0,6.8,E
Assassin's Creed: Revelations,X360,2011.0,Action,2.25,4.19,80.0,7.2,M
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,0.04,0.12,75.0,7.8,M
SAW,PS3,2009.0,Action,0.13,0.36,59.0,6.4,M
Dragon Ball Z: Sagas,GC,2005.0,Fighting,0.16,0.21,48.0,6.6,T
Red Faction II,PS2,2002.0,Shooter,0.49,1.5,84.0,8.3,M
Bayonetta,PS3,2009.0,Action,0.44,1.21,87.0,7.7,M
SingStar Pop,PS2,2007.0,Misc,0.04,1.44,73.0,7.5,E10+
Donkey Kong Country Returns,Wii,2010.0,Platform,3.17,6.44,87.0,8.6,E
Madden NFL 06,XB,2005.0,Sports,1.75,1.86,86.0,6.7,E
Avatar: The Last Airbender,Wii,2006.0,Adventure,0.23,0.28,56.0,5.8,E10+
Just Cause,X360,2006.0,Action,0.1,0.14,73.0,7.2,M
Tony Hawk's Pro Skater,PS,1999.0,Sports,3.42,5.02,92.0,9.2,T
Pinball Hall of Fame: The Williams Collection,Wii,2008.0,Misc,0.41,0.47,82.0,8.8,E10+
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,0.11,0.12,55.0,8.0,M
Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,0.86,1.36,80.0,8.9,T
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,0.63,5.78,87.0,8.8,E10+
Rock Band,X360,,Misc,1.93,2.47,92.0,8.2,T
Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,0.17,0.29,80.0,7.7,T
Rampage: Total Destruction,GC,2006.0,Action,0.31,0.4,57.0,6.7,E10+
Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,0.69,1.01,80.0,7.9,T
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,0.24,0.5,81.0,8.3,T
Deponia,PC,2012.0,Adventure,0.0,0.15,74.0,8.2,
WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,0.35,0.53,75.0,8.3,T
Star Wars: Flight of the Falcon,GBA,2003.0,Action,0.25,0.35,39.0,5.8,E
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,0.25,0.28,52.0,8.0,T
NCAA March Madness 2005,XB,2004.0,Sports,0.21,0.28,80.0,7.8,E
Alice: Madness Returns,PC,2011.0,Adventure,0.0,0.12,75.0,8.4,M
Conflict: Vietnam,XB,2004.0,Shooter,0.17,0.22,60.0,7.3,M
Guilty Gear X2 #Reload,XB,2004.0,Fighting,0.11,0.15,86.0,7.6,T
AMF Xtreme Bowling,PS2,2006.0,Sports,0.01,0.02,30.0,4.2,E
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,0.06,0.12,50.0,5.0,T
Little King's Story,Wii,2009.0,Strategy,0.14,0.29,87.0,8.8,T
NHL 12,PS3,2011.0,Sports,0.36,0.58,86.0,7.5,E10+
Dawn of Mana,PS2,2006.0,Role-Playing,0.07,0.43,57.0,6.8,T
NBA Jam,Wii,2010.0,Sports,0.36,0.4,79.0,8.5,E
Wolfenstein,PC,2009.0,Shooter,0.01,0.05,74.0,7.3,M
Remember Me,PS3,2013.0,Action,0.1,0.32,72.0,7.4,M
FIFA Soccer 10,Wii,2009.0,Sports,0.23,0.98,75.0,6.2,E
OkamiDen,DS,2010.0,Adventure,0.21,0.43,82.0,7.9,E10+
Warriors Orochi 3,X360,2011.0,Action,0.09,0.16,71.0,8.1,T
Beowulf: The Game,X360,2007.0,Action,0.36,0.4,51.0,4.7,M
Risen 2: Dark Waters,X360,2012.0,Role-Playing,0.05,0.14,60.0,6.0,M
Ice Age 2: The Meltdown,GC,2006.0,Platform,0.15,0.19,67.0,,E10+
Tetris Worlds,GC,2002.0,Puzzle,0.17,0.22,47.0,5.6,E
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,0.55,1.21,85.0,8.1,T
Steel Battalion: Heavy Armor,X360,2012.0,Misc,0.08,0.13,38.0,2.4,M
Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,0.05,0.05,58.0,7.5,E
Colin McRae Rally 3,XB,2002.0,Racing,0.03,0.04,86.0,7.4,E
Dynasty Warriors 6 Empires,X360,2009.0,Action,0.16,0.24,59.0,7.3,T
Monster 4X4: World Circuit,Wii,2006.0,Racing,0.8,0.88,51.0,7.8,E
Call of Duty: Black Ops II,PC,2012.0,Shooter,0.64,1.53,74.0,4.2,M
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005.0,Platform,0.02,0.02,56.0,7.7,E
Alone in the Dark,PS2,2008.0,Adventure,0.03,0.06,47.0,5.4,M
Commander: Conquest of the Americas,PC,2010.0,Strategy,0.0,0.03,68.0,5.2,T
Dynasty Warriors 7,X360,2011.0,Action,0.16,0.24,58.0,8.0,T
Soldier of Fortune: Payback,PS3,2007.0,Shooter,0.12,0.15,50.0,5.4,M
The Sims,PS2,2003.0,Simulation,1.41,2.77,83.0,7.7,T
Dragon Age: Origins,PC,2009.0,Role-Playing,0.0,0.51,91.0,8.6,M
Sly 3: Honor Among Thieves,PS2,2005.0,Platform,0.69,0.83,83.0,8.8,E10+
Grand Theft Auto V,PC,2015.0,Action,0.39,1.17,96.0,7.9,M
Trivial Pursuit unhinged,XB,2004.0,Misc,0.07,0.09,58.0,8.0,T
DC Universe Online,PC,2011.0,Role-Playing,0.16,0.23,72.0,6.8,T
Prison Architect,PS4,2016.0,Action,0.01,0.03,80.0,8.0,M
Legends of Wrestling,GC,2002.0,Fighting,0.1,0.13,50.0,6.8,T
Wipeout 2048,PSV,2012.0,Racing,0.13,0.35,79.0,8.2,E10+
Toy Story Mania!,Wii,2009.0,Misc,1.04,1.88,49.0,6.6,E
Samurai Warriors 4-II,PS4,2015.0,Action,0.03,0.12,73.0,7.3,T
pro evolution soccer 2011,PSP,2010.0,Sports,0.05,0.79,74.0,5.8,E
Fire Emblem: The Sacred Stones,GBA,2004.0,Strategy,0.42,0.89,85.0,9.1,E
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,0.86,3.83,59.0,4.0,E
Miami Vice: The Game,PSP,2006.0,Shooter,0.06,0.06,63.0,7.0,M
Disney Golf,PS2,2002.0,Sports,0.07,0.17,72.0,8.3,E
James Bond 007: Nightfire,GBA,2003.0,Shooter,0.1,0.13,66.0,8.1,T
Afrika,PS3,2008.0,Adventure,0.12,0.22,63.0,6.2,E10+
The LEGO Movie Videogame,PC,2014.0,Action,0.02,0.06,68.0,6.8,E10+
Payday 2,X360,2013.0,Shooter,0.33,0.57,75.0,6.3,M
Texas Hold 'Em Poker,GBA,2004.0,Misc,0.44,0.61,49.0,6.8,E
Prince of Persia: Rival Swords,Wii,2007.0,Action,0.24,0.29,70.0,7.7,T
Ridge Racer 3D,3DS,2011.0,Racing,0.19,0.49,75.0,7.2,E
Unreal II: The Awakening,XB,2004.0,Shooter,0.17,0.21,64.0,5.3,M
Counter-Strike: Source,PC,2004.0,Shooter,0.0,0.08,88.0,8.9,M
Fight Night Round 3,PS2,2006.0,Fighting,1.07,1.56,84.0,8.1,T
MotorStorm RC,PSV,2012.0,Racing,0.0,0.06,78.0,6.8,E
NCAA Football 08,XB,2007.0,Sports,0.06,0.08,82.0,8.1,E
Backyard Wrestling: Don't Try This at Home,PS2,2003.0,Fighting,0.3,0.6,51.0,7.8,M
Valhalla Knights,PSP,2006.0,Role-Playing,0.15,0.24,53.0,6.3,E10+
Madden NFL 12,PS3,2011.0,Sports,1.93,2.25,79.0,5.5,E
UFC Undisputed 2010,PSP,2010.0,Fighting,0.11,0.21,74.0,7.0,T
Silent Hunter: Wolves of the Pacific,PC,2007.0,Simulation,0.0,0.05,79.0,6.9,T
Escape The Museum,DS,2010.0,Adventure,0.04,0.18,,,E
FIFA Soccer 06,PS2,2005.0,Sports,0.78,4.21,80.0,7.8,E
KISS Pinball,PS,2001.0,Action,0.17,0.31,26.0,3.8,T
Deal or No Deal,Wii,2009.0,Misc,1.2,1.29,56.0,5.0,E
Assassin's Creed: Unity,PC,2014.0,Action,0.18,0.55,70.0,3.0,M
Ridge Racer DS,DS,2004.0,Racing,0.14,0.15,63.0,6.7,E
Warriors Orochi,PSP,2008.0,Action,0.02,0.2,62.0,6.6,T
Need for Speed Underground,GBA,2003.0,Racing,0.21,0.29,77.0,8.2,E
The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,0.22,0.29,74.0,7.8,T
The Urbz: Sims in the City,GC,2004.0,Simulation,0.24,0.4,73.0,8.4,T
MotorStorm: Apocalypse,PS3,2011.0,Racing,0.21,0.48,77.0,7.7,T
Evolve,XOne,2015.0,Shooter,0.37,0.64,74.0,5.1,M
World Series Baseball 2K3,XB,2003.0,Sports,0.11,0.15,89.0,8.6,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,0.0,0.05,60.0,7.1,T
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,0.95,1.14,76.0,9.0,E10+
Hulk,GC,2003.0,Action,0.15,0.19,71.0,7.4,T
Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,0.05,0.06,77.0,8.1,M
Dragon Ball: Fusions,3DS,2016.0,Role-Playing,0.02,0.21,68.0,7.6,T
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,0.81,1.34,84.0,7.3,T
James Bond 007: Nightfire,PS2,2002.0,Shooter,1.45,3.33,77.0,8.5,T
Project CARS,PC,2015.0,Racing,0.0,0.13,83.0,7.1,E
Kung Fu Panda,PS2,2008.0,Action,0.24,0.65,73.0,8.6,E10+
WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,0.49,0.73,78.0,7.7,T
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,0.07,0.11,41.0,3.1,T
Sega Rally Revo,PS3,2007.0,Racing,0.07,0.63,75.0,7.0,E
Lost Kingdoms,GC,2002.0,Role-Playing,0.1,0.17,72.0,8.0,T
Battlefield 2: Modern Combat,PS2,2005.0,Shooter,0.37,0.44,80.0,8.5,T
Mini Ninjas,PS3,2009.0,Action,0.14,0.34,73.0,8.7,E10+
Pool Party,Wii,2007.0,Sports,0.04,0.05,32.0,0.7,E
Silent Hill 4: The Room,PS2,2004.0,Action,0.25,0.51,76.0,7.8,M
Terminator 3: The Redemption,PS2,2004.0,Shooter,0.08,0.17,68.0,8.0,T
Kingdom Hearts,PS2,2002.0,Role-Playing,3.64,6.4,85.0,8.8,E
Devil May Cry HD Collection,X360,2012.0,Action,0.28,0.43,77.0,8.4,M
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009.0,Action,0.47,0.89,70.0,7.1,E10+
Rayman Raving Rabbids,X360,2007.0,Misc,0.18,0.21,67.0,7.3,E
FIFA Street 2,GC,2006.0,Sports,0.09,0.11,63.0,5.7,E
BioShock 2,PC,,Shooter,0.02,0.24,88.0,8.0,M
Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,0.17,0.36,80.0,8.4,T
Serious Sam Advance,GBA,2004.0,Shooter,0.02,0.02,51.0,7.2,M
ESPN: Sports Connection,WiiU,2012.0,Sports,0.2,0.36,31.0,2.7,E
Fight Night Round 4,X360,2009.0,Fighting,0.95,1.4,87.0,8.1,T
Disaster Report,PS2,2002.0,Action,0.03,0.21,66.0,8.0,T
EA Sports Active 2,PS3,2010.0,Sports,0.52,0.91,78.0,5.4,E
FlatOut: Head On,PSP,2008.0,Racing,0.13,0.29,74.0,8.2,T
Disney's Extreme Skate Adventure,PS2,2003.0,Sports,0.16,0.32,78.0,8.3,E
NCAA Football 10,PS2,2009.0,Sports,0.28,0.58,,,E
Patapon 2,PSP,2008.0,Misc,0.0,0.1,81.0,8.3,E
SWAT: Target Liberty,PSP,2007.0,Shooter,0.03,0.04,50.0,7.7,T
Cars,GBA,2006.0,Racing,0.81,1.13,50.0,4.7,E
Culdcept SAGA,X360,2006.0,Role-Playing,0.12,0.16,75.0,8.7,T
Farm Frenzy,PC,2008.0,Strategy,0.02,0.02,,,E
Middle-Earth: Shadow of Mordor,XOne,2014.0,Action,0.73,1.35,87.0,8.0,M
Monopoly,PS3,2008.0,Misc,0.25,0.34,54.0,6.7,E
Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,0.23,0.29,74.0,8.0,E10+
NBA 06,PSP,2005.0,Sports,0.2,0.22,72.0,5.4,E
UEFA Euro 2004: Portugal,XB,2004.0,Sports,0.04,0.05,74.0,8.1,E
Reign of Fire,GC,2002.0,Shooter,0.08,0.11,54.0,5.9,T
Dynasty Warriors 5 Empires,X360,2006.0,Action,0.11,0.13,61.0,8.2,T
Assetto Corsa,XOne,2016.0,Racing,0.0,0.02,63.0,6.7,E
Wii Music,Wii,2008.0,Misc,1.35,3.25,63.0,4.6,E
Shadow of Rome,PS2,2005.0,Action,0.13,0.27,75.0,8.3,M
Need for Speed Rivals,PS4,2013.0,Racing,0.73,1.98,80.0,6.2,E10+
Alien: Isolation,PS4,2014.0,Shooter,0.34,1.13,79.0,8.1,M
UFC: Sudden Impact,PS2,2004.0,Fighting,0.09,0.18,54.0,7.7,T
RollerCoaster Tycoon,XB,2003.0,Strategy,0.1,0.13,62.0,8.3,E
Shrek SuperSlam,GC,2005.0,Action,0.17,0.22,70.0,7.8,E10+
Metal Slug XX,PSP,2009.0,Shooter,0.03,0.04,67.0,6.1,T
Pinball Hall of Fame: The Williams Collection,PS3,2009.0,Misc,0.2,0.22,82.0,7.9,E10+
Fable: The Journey,X360,2012.0,Role-Playing,0.18,0.28,61.0,4.8,T
Murdered: Soul Suspect,PS4,2014.0,Action,0.09,0.32,59.0,6.9,M
Freelancer,PC,2003.0,Simulation,0.02,0.05,85.0,9.0,T
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,0.96,1.27,30.0,2.0,E
Tiger Woods PGA Tour 11,X360,2010.0,Sports,0.28,0.52,79.0,7.8,E
Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,0.34,0.94,84.0,7.7,M
Fight Club,PS2,2004.0,Fighting,0.09,0.18,36.0,4.4,M
Unreal Championship 2: The Liandri Conflict,XB,,Shooter,0.22,0.28,85.0,8.2,M
World of Warcraft: Legion,PC,2016.0,Role-Playing,0.13,0.32,88.0,7.5,T
LEGO Marvel Super Heroes,PC,2013.0,Action,0.04,0.17,78.0,8.1,E10+
Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,0.43,1.27,85.0,8.5,T
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,0.09,0.12,73.0,8.4,T
Stranger of Sword City,PSV,2015.0,Role-Playing,0.02,0.04,71.0,8.0,T
Batman: Rise of Sin Tzu,GBA,2003.0,Action,0.05,0.07,63.0,6.8,E
Trine 2,PC,2011.0,Platform,0.0,0.04,84.0,8.4,E10+
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,0.19,0.53,88.0,8.3,T
Song of the Deep,PC,2016.0,Action,0.03,0.03,73.0,6.3,E
Homefront: The Revolution,PS4,2016.0,Shooter,0.06,0.35,48.0,3.8,M
Guilty Gear X,PS2,2001.0,Fighting,0.06,0.12,79.0,7.8,T
Vexx,PS2,2003.0,Platform,0.12,0.24,63.0,7.6,T
Tomb Raider: Legend,DS,2006.0,Action,0.04,0.07,58.0,8.0,T
True Swing Golf,DS,2005.0,Sports,0.11,0.16,66.0,7.7,E
Tales of Zestiria,PS4,2015.0,Role-Playing,0.17,0.4,72.0,6.8,T
Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,0.07,0.13,72.0,8.8,T
NBA Street: Showdown,PSP,2005.0,Sports,0.2,0.22,75.0,8.5,E
MLB SlugFest 20-03,PS2,,Sports,0.41,0.83,77.0,8.2,E
Battlefield 4,PS3,2013.0,Shooter,1.3,3.49,80.0,5.8,M
Kung Fu Panda,Wii,2008.0,Action,0.5,0.91,70.0,6.7,E10+
PlayStation VR Worlds,PS4,2016.0,Misc,0.06,0.25,59.0,7.1,M
You're in the Movies,X360,2008.0,Misc,0.27,0.48,55.0,5.5,E
Viva Pinata: Trouble in Paradise,X360,2008.0,Simulation,0.16,0.47,82.0,7.9,E
Madden NFL 07,PS2,2006.0,Sports,3.63,4.49,84.0,8.2,E
Speed Kings,PS2,2003.0,Racing,0.05,0.09,61.0,7.8,E
inFAMOUS,PS3,2009.0,Action,1.76,2.93,85.0,8.3,T
Battlefield 4,XOne,2013.0,Shooter,1.25,2.02,81.0,6.6,M
Mega Man X Collection,GC,2006.0,Misc,0.1,0.13,75.0,9.2,E
NFL Quarterback Club 2002,PS2,2001.0,Sports,0.11,0.22,67.0,7.8,E
Star Trek: Tactical Assault,PSP,2006.0,Strategy,0.02,0.03,64.0,7.9,E
Fatal Frame,XB,2002.0,Action,0.04,0.06,77.0,8.6,T
Onimusha 3: Demon Siege,PS2,2004.0,Action,0.37,1.45,85.0,8.6,M
Evil Dead: Regeneration,PS2,2005.0,Action,0.1,0.21,68.0,8.5,M
Family Feud: 2012 Edition,X360,2011.0,Misc,0.1,0.1,47.0,5.3,E10+
Empire: Total War,PC,2009.0,Strategy,0.01,1.08,90.0,6.9,T
Guitar Hero 5,X360,2009.0,Misc,0.65,1.13,85.0,6.8,T
Rugby 2005,PS2,2005.0,Sports,0.04,0.09,71.0,8.6,E
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,1.49,2.12,62.0,5.2,E
Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,0.34,0.59,81.0,9.6,E
Prince of Persia: The Sands of Time,GC,2003.0,Action,0.25,0.32,92.0,8.4,T
MLB SlugFest 20-04,PS2,2003.0,Sports,0.26,0.53,78.0,8.3,E
SWAT: Global Strike Team,PS2,2003.0,Shooter,0.16,0.32,69.0,7.8,M
Vietcong,PC,2003.0,Shooter,0.0,0.02,74.0,8.7,T
Star Trek: Tactical Assault,DS,2006.0,Strategy,0.05,0.06,63.0,7.0,E
Jurassic Park: Operation Genesis,PC,2003.0,Simulation,0.0,0.02,72.0,8.7,T
WWE '12,Wii,2011.0,Fighting,0.23,0.34,74.0,5.2,T
Beyblade Evolution,3DS,2013.0,Action,0.02,0.04,49.0,6.3,E
IL-2 Sturmovik,PC,2001.0,Simulation,0.0,0.01,91.0,8.8,T
All-Star Baseball 2004,XB,2003.0,Sports,0.1,0.13,74.0,8.4,E
Tomb Raider: Underworld,X360,2008.0,Action,0.53,1.07,76.0,6.6,T
Legacy of Kain: Defiance,PC,2003.0,Action,0.0,0.01,70.0,8.7,M
Blacksite: Area 51,PS3,2007.0,Shooter,0.07,0.08,56.0,6.3,T
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,0.45,0.49,56.0,7.3,E
FIFA Street 3,X360,2008.0,Sports,0.14,0.32,63.0,6.9,E
The BIGS,Wii,2007.0,Sports,0.34,0.37,66.0,7.1,E
TOCA Race Driver 3,PC,2006.0,Racing,0.0,0.02,84.0,7.8,E10+
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,0.56,1.03,86.0,8.4,T
NBA Jam,PS3,2010.0,Sports,0.22,0.39,71.0,5.7,E
NBA Live 09,X360,2008.0,Sports,0.5,0.71,77.0,7.4,E
ArmA II,PC,2009.0,Shooter,0.0,0.14,77.0,7.5,M
Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,0.06,0.08,69.0,6.8,T
Turok,PC,2008.0,Action,0.0,0.01,65.0,6.5,M
Mercury Meltdown,PSP,2006.0,Action,0.05,0.06,78.0,7.8,E
Omega Quintet,PS4,2014.0,Role-Playing,0.0,0.02,58.0,7.1,T
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,0.88,1.71,84.0,9.1,T
NCAA Football 2004,PS2,2003.0,Sports,1.35,1.67,94.0,8.8,E
Game of Thrones,PC,2012.0,Role-Playing,0.0,0.08,58.0,6.5,M
UFC Undisputed 2010,PS3,2010.0,Fighting,0.8,1.41,85.0,7.2,T
Dark Souls,PS3,2011.0,Role-Playing,0.75,2.02,89.0,8.7,M
The Mummy Returns,PS2,2001.0,Action,0.25,0.5,44.0,7.0,T
Green Lantern: Rise of the Manhunters,X360,2011.0,Action,0.07,0.13,59.0,7.2,T
Shaun Palmer's Pro Snowboarder,PS2,2001.0,Sports,0.36,0.73,64.0,8.7,E
Prison Break: The Conspiracy,X360,2010.0,Action,0.07,0.21,40.0,4.7,T
Samurai Warriors 3,Wii,2009.0,Action,0.09,0.44,55.0,7.2,T
Sega Soccer Slam,XB,2002.0,Sports,0.04,0.05,80.0,8.5,E
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003.0,Action,0.02,0.03,75.0,9.0,T
Vagrant Story,PS,2000.0,Role-Playing,0.3,0.87,92.0,8.3,T
Street Jam Basketball,GBA,2004.0,Sports,0.02,0.03,35.0,8.0,E
Rayman Legends,PS4,2014.0,Platform,0.22,1.01,90.0,8.5,E10+
Wario World,GC,2003.0,Platform,0.34,0.44,71.0,7.2,E
Wasteland 2,PC,2015.0,Role-Playing,0.03,0.1,81.0,7.3,M
Dragon Ball Z: Collectible Card Game,GBA,2002.0,Misc,0.33,0.46,62.0,5.5,E
Pac-Man World 2,PS2,2002.0,Action,1.26,1.51,73.0,7.8,E
Tak: The Great Juju Challenge,GC,2005.0,Platform,0.12,0.15,75.0,9.3,E
